Description,AvgProfitMargin,TotalSalesDollars,TargetBrand
Kirkland Signature Cab Svgn,39.26096997690531,311.76,No
Kirkland Signature Chard,25.778970708367368,171.38,No
Kirkland Signature Chard 12,20.0,319.8,No
Kirkland Signature Supr Brdx,32.91614518147684,7.99,No
Kismet Wine Papa's All-Black,98.43374067986375,2518.74,No
Kistler Hyde Chard,34.210165776133714,875.88,No
Kistler Les Noisetiers Sono,17.995900974624384,2034.63,No
Kistler Pinot Noir RRV,34.20621931260229,3189.42,No
Kitaya Ai No Hime Sprkl Sake,28.89792859819087,2989.28,No
Klinker Brick Farrah Syrah,18.34498840871314,7315.839999999999,No
Klinker Brick Marisa Znfdl,72.30373513311497,2274.35,No
Klinker Brick Old Ghst Znfdl,33.90934516549607,5706.4800000000005,No
Klinker Brick Old Vine Znfdl,38.73529579087413,164001.51,No
Knappogue Castle Irish 12 Yr,75.52322212289599,6678.33,No
Knappogue Castle Irish Whsky,36.0690097388827,90656.19,No
Knob Creek Bourbon,25.55631170341546,1240620.1099999999,No
Knob Creek Rye,0.4733342464243196,125361.73,No
Knob Creek Single Barrel Rsv,19.842183340481476,182518.12,No
Knob Creek Smoked Maple,17.271440955423195,185815.88,No
Kono Svgn Bl,37.4061771633813,10515.83,No
Korbel Brut,30.01415991273825,351434.29,No
Korbel Brut Rose,26.22638238862888,2596.05,No
Korbel Natural,28.103607922974966,14568.77,No
Korbel Organic Brut,32.63412572270687,71140.53,No
Korbel Sweet Cuvee,24.914161672590126,20739.57,No
Korbel Sweet Rose,34.49842975713974,52288.090000000004,No
Korbel X Dry,31.10447226899988,222205.40000000002,No
Kosta Browne Pnt Nr RRV,5.368211635659754,9299.0,No
Kracher Beerenauslese Cuvee,31.931931931931935,119.88,No
Kraken Black Spiced Rum,37.46681731351358,546076.19,No
Kringle Cream,55.1895803794774,5684.66,No
Kris Heart Rosso,54.01205303334673,4978.0,No
Kris Pnt Grigio Alto Adige,41.63869102936819,308789.51,No
Kris Pnt Nr delle Venezie,32.813986935753604,19482.18,No
Kronan Swedish Punsch,51.69500944759364,179.94,No
Kru 82 Vodka,23.288696776517497,7440.09,No
Kru Peach Mango Vodka,80.65708380658016,4296.56,No
Krug Grande Cuvee Brut,21.556858900883196,16872.82,No
Krug Grande Cve Brut,18.2992116719614,2719.68,No
Krug Rose Champagne,0.6624214710030392,467.98,No
Krupnik Spiced Honey Liqueur,26.06643780448706,25575.8,No
Krupp Bros The Doctor Red,59.45994599459946,1999.8,No
Krupp Bros Veraison Red,51.629873718677324,5753.82,No
Krupps Brothers Veraison,6.752211213901722,5119.36,No
Kuentz Bas Alsace White,33.049576301675415,1806.71,No
Kuleto Native Son Napa Red,30.169129070942052,76175.55,No
Kunde Cab Svgn Sonoma Cnty,22.507075079074415,540.63,No
Kunde Cab Svgn Sonoma Valley,45.717447896783476,15061.929999999998,No
Kunde Chard Sonoma Cnty,21.046040007813136,870.33,No
Kunde Chard Sonoma Valley,43.43895793792894,51729.74,No
Kunde Magnolia Lane Svgn Bl,39.47005089080779,8003.41,No
L Bernard Cotes du Rhone,44.35961378442555,7883.68,No
L Einaudi Dolcetto Dogliani,67.31517509727625,5792.78,No
L Martini Cab Svgn Napa,29.836013977532172,97287.56,No
L Martini Cab Svgn Sonoma,39.67625015794726,288466.55,No
L Martini RSV Cab Svgn Alex,26.842803390808523,33412.68,No
L'Ardi Dolcetto D'Acqui,46.40505920315962,3777.67,No
L'Argentier Rose d'Aramon,4.168577404453789,2682.21,No
L'Ecole No 41 Cab 12 Walla W,14.196425862435136,2966.31,No
L'Ecole No 41 Cab Svgn Clmba,19.592390138663905,20747.29,No
L'Ecole No 41 Chenin Bl OV,24.81757677812525,1122.3899999999999,No
L'Ecole No 41 Red Columbia V,46.88741372951899,1898.1,No
L'Eglise Saint-Hilaire Borde,90.89394037319842,2166.14,No
L'Enclos de Viaud Lalande Po,99.34327315454358,3148.95,No
L'Excellence Blanc 2015,23.282318463041353,1658.34,No
L.A. Cetto Cab Svgn,34.195162635529606,431.64,No
LAN Rioja Reserva,2.905425437296173,809.52,No
LAN Rsva Rioja,5.61613381325428,188.92,No
La Atalaya Almansa Red,73.45424567188788,970.4,No
La Bastarda Pnt Gr Sicily,44.25845149981509,69086.85,No
La Basttistina Gavi,9.651387992253062,123.91999999999999,No
La Belle Orange Liqueur,35.7529545674427,51887.46,No
La Cana Albarino,38.62927235590205,7275.26,No
La Caplana Gavi di Gavi,26.039085451526372,6654.65,No
La Carraia Orvieto Clsc,37.911290410590155,5497.9400000000005,No
La Carraia Sangiovese Umbri,30.382453609279903,14777.74,No
La Chapelle Mission Haut Bri,83.22051469691425,2295.72,No
La Chapelle de la Mission Ha,70.11267249018863,2369.7,No
La Clarence Haut Brion 10,54.3386431879485,10610.460000000001,No
La Clarence de Haut Brion PL,47.811194672275434,4402.63,No
La Clarte de Haut Brion 10,53.64447247499775,7769.3,No
La Cote Blanche Mcon V Chard,35.088430678209576,22540.82,No
La Crema Chard Sonoma Coast,1.6773075596605056,1188.81,No
La Crema Chard Sonoma Cst,31.783500334420435,658288.13,No
La Crema Chardonnay Monterey,32.59228216846717,100054.27,No
La Crema Pnt Gris Monterey,31.29934988895082,60306.619999999995,No
La Crema Pnt Nr Monterey,31.772682808513007,61101.229999999996,No
La Crema Pnt Nr Sonoma Coast,26.866820631254818,701.46,No
La Crema Pnt Nr Sonoma Cst,27.703354097346477,323546.95999999996,No
La Crema Pnt Nr Williamette,32.69295174910491,10032.56,No
La Crema Russian Rive Pnt Nr,31.97938769324038,395.88,No
La Croix Belle No 7 Rose 15,31.579003692011348,4672.25,No
La Croix de Carbonnieux Blnc,89.14519895845451,1117.57,No
La Croix de Carbonnieux Roug,83.94051095472896,1253.34,No
La Dame Montrose St Estep 11,97.56363403218567,1403.73,No
La Demoiselle Sociando Haut,67.98719487795118,424.83,Yes
La Fee NV Absinthe,44.847423711855924,559.7199999999999,No
La Fleur d'Amelie Brdx Rose,30.13292276109828,4871.25,No
La Font de Notre Dame Rastea,48.828542053857404,1011.56,No
La Garenne Entre Mer Wh,13.693299517937007,1549.59,No
La Gr Comtadine Vacqueyras C,28.86075390636495,19030.48,No
La Jota Cab Svgn Howell Mtn,27.373442068010455,2339.64,No
La Jota Howell Mtn Merlot,4.795842717061378,1429.78,No
La Joya Svgn Blanc,3.491004408435609,83.93,No
La Lecciaia Brunello di Mont,77.63280521901211,1405.63,No
La Maialina Gertrude Red,32.48689689268026,37460.58,No
La Maialina Gilfredo Verment,24.821681320290324,4302.69,No
La Marca Prosecco,32.319950485785284,617978.78,No
La Merika Pnt Grigio Montery,79.18028578762727,4674.8,No
La Monacesca Verd di Mattell,44.54663229050423,779.61,No
La Mondotte 08 St Emilion,74.31458960125428,1887.92,No
La Mura Blanco,28.888888888888875,1258.1999999999998,No
La Mura Rosso,24.620886981402002,838.8,No
La Noble Chard Unoaked,2.088793582717811,629.55,No
La Petite Maison Ventoux Bl,88.55507868383404,160.77,Yes
La Pettegola Vermentino,19.488604780433565,269.84999999999997,No
La Posta Angel Plucci Malbec,35.646858002095456,34675.23,No
La Puerta Alta Malbec Bonrda,32.89555972482802,191.88,No
La Puerta La Rioja Malbec,35.61284137821892,21989.54,No
La Quintinye Blanc Vermouth,21.77539533637094,2798.25,No
La Quintinye Rouge Vermouth,26.04127579737335,3198.0,No
La Scolca Black Label Gavi,31.03639899972215,431.88,No
La Terre Chard Cal,26.045190389452678,461.15999999999997,No
La Terre Merlot,10.191759068920533,184.23000000000002,No
La Vieille Ferme Red B/B,18.3673469387755,499.79999999999995,No
La Vieille Ferme Red Ventoux,35.54773178805142,141699.28,No
La Vieille Ferme Rose Vntoux,34.6622443698251,145815.63,No
La Vieille Ferme Wh Rhone,31.761896291588336,113786.72,No
La Volpe Pnt Grigio,30.4694985627595,1127.1599999999999,No
La Volpe Prosecco,8.904603838937806,415.74,No
LaBelle Winery 2013 Dry Rsl,74.73712865665061,11975.44,No
LaBelle Winery Americus,18.368350842087708,7196.4,No
LaBelle Winery Blueberry,16.895874838003795,20509.739999999998,No
LaBelle Winery Cranberry,30.767122183632505,64023.96,No
LaBelle Winery Granite Red,33.33049650877159,31020.6,No
LaBelle Winery Grnt St Apple,22.791244207487754,11182.54,No
LaBelle Winery Raspberry,33.114562772736676,12903.93,No
LaBelle Winery Riesling,31.558889681728857,20643.09,No
LaBelle Winery Seyval Blanc,31.81643805647183,19472.01,No
LaLuca Prosecco,42.34626320273446,12664.99,No
Label 5 Scotch 12 Yr,67.88834640321502,4446.61,No
Laboure-Roi Pouilly Fuisse,66.66666666666666,639.36,No
Lacoste Borie Pauillac,26.872789265861396,7291.13,No
Ladera Stile Blocks Cab Napa,16.73534706941389,1749.65,No
Lady Lola White,17.389383881471012,23771.4,No
Ladyburn 41 Yr Old Scotch,48.32040826870801,5999.97,No
Lafite Rsv Speciale Bl Brdx,70.40270114469241,485.71999999999997,Yes
Lagaria Venezie Pnt Grigio,32.532011970759946,36689.4,No
Lagavulin Distillers Edition,23.21984798877383,97978.29,No
Lagavulin Single Malt 16-Yr,29.535238879083092,550740.5599999999,No
Lagler Gr Velt Smaragd Stein,8.890560115096626,1529.1499999999999,No
Lagler Rsl Smaragd Elmerberg,10.960464691073241,2133.0299999999997,No
Lago Rose,24.081168520782708,9937.35,No
Laguna Chard,25.2787144145594,2672.09,No
Lairds Apple Jack,34.530072129725035,56976.51,No
Lake Sonoma Cab Svgn AV,0.3277880935237987,527.78,No
Lake Sonoma Chard RRV,30.080733286578702,21459.55,No
Lake Sonoma Znfdl Dry Creek,43.10668847937482,2218.89,No
Lamberti Prosecco Extra Dry,29.899713467048723,558.4000000000001,No
Lamberti Prosecco X Dry,34.77542877540877,23979.920000000002,No
Lamole Chianti Clsco Racolto,34.26499365632324,16741.079999999998,No
Lancaster Est Cab Svgn,35.0587646911728,55146.21,No
Lancers Rose,32.60494398294346,2485.85,No
Landhaus Mayer Gruner Veltli,29.813966534943052,24705.77,No
Landmark 12 Overlook Chard S,45.10170056685562,2249.25,No
Landmark Overlook Chard,65.53558221372177,67928.32,No
Landmark Overlook Pnt Nr,35.088923556942284,2083.25,No
Lange Pnt Gris Willamette,37.45055505933392,940.4399999999999,No
Lange RSV Willamette Pnt Nr,56.69598370954465,6001.0599999999995,No
Lange Willamette Chard,39.675704031795256,10751.29,No
Lange Willamette Pnt Nr,36.70589414905006,64029.09,No
Laphroaig 10 Yr Single Malt,29.203356850567896,346877.52,No
Laphroaig 15 Yr Single Malt,35.59293960934404,74140.94,No
Laphroaig 18 Yr Single Malt,68.43587717482265,3429.59,No
Laphroaig 32 Yr Old Scotch,53.075858965491385,16799.86,No
Laphroaig Cairdeas Islay,40.51756296914494,33454.479999999996,No
Laphroaig Cask Strength 10Yr,25.578648462120512,48105.2,No
Laphroaig Quarter Cask,36.69619480992431,87046.90000000001,No
Laphroaig Triple Wood,30.629774343542564,53814.99,No
Laphroiag Select Single Malt,17.315542773174293,89080.95,No
Lapierre Raisins 14 Gaulois,1.2433565277433425,2056.53,No
Las Brisas Rueda Wh,45.83490451131081,2996.69,No
Las Pizarras Garnacha,31.902718168812584,419.4,No
Las Rocas Garnacha San Alej,39.99680366245335,59693.32,No
Las Rocas Spanish Red,33.20473201556647,30673.61,No
Las Valles Carinena Red,25.46194801127467,1851.94,No
Las Valles Viura-Chard,23.393142138608113,1447.3899999999999,No
Latour 11 Corton-Chrl Bl AC,8.253101259229275,7583.21,No
Latour 11 Merslt-Blgny P Cru,97.71609494312656,1449.71,No
Latour 12 Cuvee Bourg Rouge,69.83455596614317,35962.009999999995,No
Latour 13 Cuvee Bourgog Blnc,90.66091954022988,7419.36,No
Latour Beaujolais Villages,42.4084732534643,8482.22,No
Latour L'Ardeche Chard,12.992104839142801,558.5699999999999,No
Latour Macon Village Chamery,35.091408993194214,29613.06,No
Latour Meursault AC Blanc,46.82420584902135,25316.03,No
Latour Pinot Noir Valmoissin,30.984542059802656,25370.78,No
Latour Pouilly Fuisse,33.90652532819161,61188.34,No
Lauders,26.69287357744967,969.2099999999999,No
Lauders Scotch,32.698724695181944,137384.41,No
Laurent Reverdy Sancerre,35.50778354336545,323.76,No
Lavergne Brdx Rouge,31.256884871271275,9867.65,No
Laya Tinto Almansa,30.267571280202866,9310.79,No
Layer Cake Barosa Shiraz,64.53536158074947,68437.41,No
Layer Cake Cab Svgn,44.977752220285446,127990.3,No
Layer Cake Centrl Cst Pnt Nr,34.09339454756577,27231.14,No
Layer Cake Garnacha,48.61650515812263,7191.57,No
Layer Cake Malbec Mendoza,47.58069303382062,178565.6,No
Layer Cake Primitivo Puglia,35.26541981212575,34630.61,No
Layer Cake Sea of Stones Red,37.28157805055696,16461.83,No
Layer Cake Virgin Chard,30.832499928791385,50555.68,No
Lazzaroni Sweet Marsala,1.4646402561696257,3335.29,No
Le Capitaine Vouvray Loire,33.771106941838646,191.88,No
Le Cengle CdProvence Rose,31.481105499581254,4728.36,No
Le Cirque Rose,43.67930445945355,20565.3,No
Le Clarence de Haut Brion 12,7.06883981008915,1741.8700000000001,No
Le Gr Bouqueteau Chinon Roug,25.584587928430874,7211.49,No
Le Grande Courtage Brut,25.143154445045184,4611.8,No
Le Grande Courtage Rose,52.399554700941195,988.1,No
Le Haut Medoc de Lascombes,88.23618479452028,5283.49,No
Le Macchiole Bolgheri Rosso,79.35828084475732,1349.5,No
Le Mistral Red,74.29691876750701,16243.5,No
Le Petit Cheval St Emilion,33.331944155032296,719.85,No
Le Petit Haut Lafitte Brdx,32.4256737982773,1691.53,No
Le Petit Mout Roths 11 Pauil,95.20634708980599,2099.86,No
Le Pive Rose Gris,37.39250392489447,26937.03,No
Le Ragose Valpo Clsco 09,20.53857190155612,1630.98,No
Le Val Grenache Rose,24.99709668486077,7835.87,No
Le Volte Red Toscana,33.77026560883063,666.77,No
LeCompte Calvados 12 Yr Old,80.53436205172167,1049.85,No
LeCompte Calvados 18 Yr Old,77.54146768686348,1689.8700000000001,No
LeCompte Calvados 5 Yr Old,80.16014764541288,2015.64,No
Leaf Vodka Alaskian Glacial,65.62329977418594,6230.79,No
Leblon Cedilla Acai Liqueur,73.3355562965433,89.97,Yes
Leblon Natural Cane Cachaca,30.05232858849276,59355.7,No
Lecciaia Brunello M Reserve,13.81024485244588,12277.19,No
Lee Family Farm Albarino Mon,84.6231163431739,1313.27,No
Lee Family Farm Rio Tinto S,29.89583475916064,730.5699999999999,No
Leese Fitch Svgn Bl,15.320313378565798,533.54,No
Leese-Fitch Cab Svgn,34.65475908436718,153305.12,No
Leese-Fitch Chard,24.011004648515325,843.28,No
Leese-Fitch Merlot,4.7153024911031975,179.84,No
Leflaive Macon Verze,14.693535962251659,6010.33,No
Legacy Red Alexander Valley,76.61387489656974,1377.74,No
Legaris Crianza Ribera del,32.425585813806215,94.74000000000001,No
Legend of the Vine Cab Svgn,33.77926421404682,783.38,No
Lemelson Theas Slctn Pnt Nr,31.942113142494204,17413.969999999998,No
Leoville Poyfre St Julien 09,77.62914380337024,1847.94,No
Lepanto Solera Gran Reserva,87.82532149418249,783.84,No
Leroux Apple Schnapps,23.097463284379177,29.96,No
Leroux Apricot Brandy,26.50772121458681,74626.86,No
Leroux Blackberry Brandy,26.199743963250427,243566.02,No
Leroux Cherry Brandy,21.902377972465583,95.88,No
Leroux Polish Blackberry Bdy,1.3040494166094827,422.53000000000003,No
Les Darons Lang J Carrel Rou,48.119343315726596,37089.97,No
Les Dauphins Cotes du Rhone,57.790805307004014,486.15,No
Les Embruns Rose,54.91916859122402,1104.15,No
Les Fiefs de Lagrange 11 Jul,54.02647266848539,494.84999999999997,No
Les Hauts Calas Chinian 14,26.905283662040414,1478.52,No
Les Hauts de Lagarde Blanc,7.598007175330815,688.47,No
Les Hauts de Lagarde Rouge,30.64780210082118,22152.29,No
Les Lauzeraies Tavel,24.103416899375606,637.42,No
Les Pasquets Entre Deux Mers,83.86994589526236,789.21,No
Lexington Bourbon,20.1139534988862,61932.28,No
LiDestri Red Sangria,19.190974360860096,4351.16,No
LiDestri Spicy Bloody Mary,2.558398220244721,71.92,No
LiDestri White Sangria,9.748205076347457,197.78,No
Liberty Creek Cab Svgn Tetra,33.775507845901416,432.71000000000004,No
Liberty Creek Merlot Tetra P,12.998592210229953,85.24000000000001,No
Liberty Creek Pink Moscato,27.94697075047513,215.73,No
Liberty Creek Prem RSV Chard,12.055148197872558,12587.9,No
Liberty Creek Prem RSV Merlo,25.02392696753295,407.49,No
Liberty Creek Vyd Pnt Noir,2.1190280954641683,231.71,No
Liberty Crk Pnt Grigio,32.107023411371244,35.88,No
Liberty Crk Prm RSV Wh Znfdl,30.085417832198075,1733.83,No
Liberty Crk Vyd Pnt Grigio,32.04202961452667,990.73,No
Liberty School Cab Svgn,40.11113718152724,234406.21,No
Liberty School Chard Cntrl C,58.212333935472074,10495.92,No
Liberty School Cuvee Red CC,54.15299166877051,118.83,No
Liberty School Merlot CC,65.46346539005997,24180.77,No
Liberty School Pnt Nr CC,62.5603320433402,56137.25,No
Licor 43 Liqueur Gift Pack,35.66051730395946,2534.68,No
Licor 43 Vanilla Liqueur,30.96932540409319,119411.18999999999,No
Lidestri Pink Limoncello,41.2275429244149,28948.559999999998,No
Light Horse Cab Svgn,47.43798604493898,14639.85,No
Lila Rose 4 Pk Cans,33.75796178343949,65.94,No
Lila Svgn Bl 4 Pk Cans,33.88398544131028,2198.0,No
Lillet Rose French Aperitif,14.600443125680151,1277.29,No
Lillet White French Aperiti,41.91829589348711,86729.79,No
Lima Loureiro Vino Verde DOC,41.66057059253841,1640.4,No
Lincourt Courtney's Chard,76.34212920837125,461.58,Yes
Lincourt Lindsays Pnt Nr,60.03726898188779,47503.31,No
Lincourt Steel Chard,26.527077766126578,119730.15000000001,No
Lindemans Bin 40 Merlot,22.794851638019708,29041.47,No
Lindemans Bin 45 Cab Svgn,36.79344190229142,91719.28,No
Lindemans Bin 50 Shiraz,36.30119007642669,102342.18,No
Lindemans Bin 65 Chard,31.92124556018645,216686.68,No
Lindemans Bin 85 Pnt Grigio,27.723163727552187,19779.2,No
Lindemans Bin 90 Moscato,39.006537267472666,2377.14,No
Lindemans Bin 99 Pnt Nr,31.623885649532742,5577.24,No
Lindemans Cawarra Shiraz/Cab,27.01570500112056,3480.42,No
Line 39 Cab Svgn Lake Cnty,44.20527938649991,132793.46,No
Line 39 Chard,40.402497898614186,40901.58,No
Line 39 Lk Cnty Petite Sirah,31.774385677814433,13834.76,No
Line 39 Merlot,8.107087209027805,211.79,No
Line 39 Pnt Nr,42.231791842310855,95742.8,No
Line 39 Svgn Bl Lake County,42.712567994498265,52274.45,No
Linie Aquavit,57.25396049304041,10921.619999999999,No
Linkwood 15 Yr Old Sngl Malt,88.08304427883994,4719.41,No
Lions de Suduiraut Sauternes,90.06104577457921,2050.92,No
Liquore Strega,25.364530349270936,353.88,No
Listel Grain de Gris Rose,31.1364880961589,16160.75,No
Little Black Dress Divalicio,33.35954953336294,5899.66,No
Little Black Dress Merlot,38.934536983890524,13432.47,No
Little Black Dress Pnt Grigi,21.48437500000001,163.84,No
Little Penguin Cab Svgn Ausl,22.18121204905346,2267.73,No
Little Penguin Chard Ausl,36.758300890824025,44517.21,No
Little Penguin Merlot Ausl,32.236852052689386,7275.09,No
Little Penguin Shiraz Ausl,36.85270345172037,16417.9,No
Little Yering Pnt Nr Yarra V,32.421614409606406,719.52,No
Live-A-Little Ravishing Red,34.21292083712465,1582.56,No
Live-A-Little Wicked White,31.938125568698805,791.28,No
Livingston Burgundy Calif,34.18431058665769,19627.63,No
Livingston Cab Svgn Cal,70.86025592296971,157.86,Yes
Livingston Cellars Red Rose,34.362155897646005,53307.54,No
Livingston Chablis Blush Ca,22.732648877352087,2623.69,No
Livingston Chablis Cal,32.22326172911334,49241.71,No
Livingston Chianti Cal,10.858257477243148,153.79999999999998,No
Livingston Clrs Pnt Grigio,27.487484355444312,255.68,No
Livingston Clrs Red Rose,31.093552083961644,497.37,No
Livingston Clrs Rhine Calif,87.64480967870799,350.46000000000004,Yes
Livingston Clrs Wh Znfdl Cal,32.77586339599692,31701.56,No
Livingston Merlot Cal,25.337086585952264,33569.0,No
Livingston Nat Flvrs Chard,30.26939727041418,30999.719999999998,No
Livingston Rhine Calif,34.34176317655399,465.40999999999997,No
Livingston Sangria Natural,31.418634064080937,569.28,No
Livingston Wh Znfdl Cal,27.227215504874554,341.57,No
Livio Felluga Pinot Grigio,56.87791987164362,847.64,No
Livon Pnt Grigio,27.034875831184696,4789.85,No
Llopart Rose Cava Brut Rsva,58.105349122090644,4800.04,No
