Description,AvgProfitMargin,TotalSalesDollars,TargetBrand
Il Bastardo Sangiovese Tosc,46.0552360006767,113491.2,No
Il Cavaliere Pnt Grigio,24.920950609023993,1091.09,No
Il Colle Prosecco Brut,31.018246027074753,203.88,No
Il Donato Pnt Grigio Daunia,30.172795746566237,609.39,No
Il Donato Vino Rosso Puglia,35.51106427818757,227.76,No
Il Poggio Sangiovese Rubico,35.09649749821301,167.88,No
Il Poggione Brunlo d Montlcn,20.215582503368466,14398.199999999999,No
Il Poggione Monalcino Rsv 07,91.24597985717476,2552.77,No
Il Poggione Rosso Montalcino,13.472467306169916,6783.389999999999,No
Il Poggione di Montalcino,83.65970165931057,715.96,No
Il Tramonto Limoncello,19.089957853928112,132009.93,No
Ilauri Bajo Montplc d'Abruzo,45.91439688715954,539.7,No
Ilauri Le Pinciaie 10 Red,33.96623228570868,19842.03,No
Immersion Red,33.75460768825698,94.95,No
Imperial Blended Whiskey,26.98158526821457,224.82,No
Infamous Goose Svgn Bl,2.8792561286531733,24404.22,No
Inglenook Cask Cab Svgn,58.539008418458494,5989.219999999999,No
Inglenook Rubicon 09,56.98841605830624,9132.470000000001,No
Inkblot Cab Franc,81.91987533076691,6481.150000000001,No
Inman Family Endless Crush,88.4172918899607,1259.55,No
Inman Family Pnt Nr RRV Sono,31.975705609146125,335.88,No
Inniskillin Icewn Ngra Vidal,37.62546548412036,35543.64,No
Innocenti Vignalsole Rosso,13.511533491386762,5896.74,No
Insomnia Cab Svgn,31.608431783216105,22593.56,No
Insomnia Pnt Grigio,10.669975186104228,233.74,No
Insurrection Cab/Shiraz,43.85069974244229,24996.34,No
Intorcia Marsala Dry,33.09612390302499,21078.42,No
Intorcia Marsala Sweet,25.921210105791786,11246.62,No
Intrinsic Cab Svgn,32.86643321660831,2838.58,No
Inver House Green Plaid 3-Y,27.857166102252044,110007.78,No
Iris Vineyard Pnt Nr,23.877212381406842,6936.53,No
Irish Manor Irish Cream,31.50293141808051,110493.67,No
Irish Mist Honey Liqueur,26.160167191556216,98995.43,No
Irishman Cream Liqueur,68.00615858352579,129.9,Yes
Irishman Founders RSV Whisky,22.58916519960364,60188.28,No
Iron Horse Est Brut Rose,44.52940390968364,1722.39,No
Iron Horse Est Chard,76.24606762009336,2968.94,No
Iron Horse Wedding Cuvee,16.76498247413868,350.91,No
Ironside Cab Svgn,26.56884171089604,608.57,No
Irony Cab Svgn,32.543093771759594,40312.67,No
Irony Chard Napa,43.200403836446235,594.3,No
Irony Pnt Nr Monterey,31.422926515603283,34276.12,No
Islay Mist 8 Yr Old Scotch,83.74246037312385,213.87,Yes
Itami Onigoroshi Junmal Shu,22.776880770173914,3140.07,No
J & B Rare,27.211228971296187,345788.38,No
J & B Scotch,25.370148059223684,149.94,No
J Drouhin Chablis,32.40054642546673,34061.369999999995,No
J Drouhin Vosne Romanee 13,48.375284863790625,4664.51,No
J J Vincent Pouilly Fuisse,38.469851056846565,16666.09,No
J Lohr Arroyo Seco Chard,58.733908295017464,2607.71,No
J Lohr Cypress Cab Svgn,34.689960522585004,2750.94,No
J Lohr Cypress Merlot,30.96554857509909,638.29,No
J Lohr Est Bay Mist Rsl,15.61925561925561,1648.35,No
J Lohr Falcon's Perch Pnt Nr,33.065172744838314,7406.01,No
J Lohr Falcons Perch Pnt Nr,57.0606480089766,75280.13,No
J Lohr Fogs Ranch Pnt Nr,65.03974357469092,3406.8399999999997,No
J Lohr Hilltop Cab Svgn,54.76469911402601,4345.5,No
J Lohr Los Osos Merlot,54.82917622886693,59884.23,No
J Lohr October Night Chard,28.492757016806262,4697.65,No
J Lohr Osos Rest Cve Merlot,38.484347379825515,1578.33,No
J Lohr Riverstone Chard,37.279391455484735,644244.4400000001,No
J Lohr S Ridge Ps Rbls Syrah,28.728312430957164,307.78,No
J Lohr Seven Oaks Cab Svgn,42.958048705208725,454423.47,No
J Lohr Seven Rst Cv Cab Svgn,33.710459478180546,8228.9,No
J Lohr Tower Road Petite Sir,34.679303610155884,834.5899999999999,No
J Lohr Valdiguie Monterey,26.47769552376204,782.13,No
J Roget Brut,28.464340899544954,23498.77,No
J Roget Extra Dry,31.940060600052846,89706.26999999999,No
J Roget Spumante,23.88573945286112,50405.85,No
J Seeds Apple Cider Whiskey,9.908805619070666,25341.399999999998,No
J Vineyards Brut 20,32.417283625907665,36575.89,No
J Vineyards Chard RRV,45.31999166145508,1151.28,No
J Vineyards Pnt Gris,25.776070257154792,70290.35,No
J Vineyards Pnt Nr RRV,60.30498752535733,1715.48,No
J W Dant Bourbon,36.021872863978125,482.78999999999996,No
J. Ordonez Victoria Moscatel,33.755837224816545,2413.39,No
JJ Prum Bernkasteler Bads 11,69.24351066843928,458.83,Yes
JJ Prum Graacher Him Rsl Aus,32.53746507493016,5826.76,No
JM Gobillard Tradition Brut,76.66416604151038,199.95000000000002,Yes
JP Chenet Merlot/Cab,2.543786488740615,287.76,No
JP Chenet Pnt Noir,38.42934698708383,7773.2,No
JP Wiser's Rye,35.18965932936169,27954.859999999997,No
JP Wiser's Rye w/ 2 Glasses,82.21998344189201,2005.06,No
JP Wiser's Spiced Vanilla,74.44746085062654,3911.94,No
Jaboulet Cotes du Rhone Par,38.10229483938653,78265.94,No
Jaboulet Crozes Herm 10 Thal,90.7242580299467,335.93,Yes
Jaboulet Crozes Hermitage L,58.75697641612534,2462.81,No
Jaboulet Cts Rhone Parl Rose,67.05999489906026,40776.8,No
Jack Daniels & Coke,23.638527371877103,120414.65000000001,No
Jack Daniels 2 Yr Rested Rye,92.4244848969794,499.90000000000003,Yes
Jack Daniels Bruins Glass Pk,8.759195400219278,138180.5,No
Jack Daniels Equity VAP,5.204732082922971,65816.26,No
Jack Daniels Family 4 Pk/50m,28.25074368405593,48646.33,No
Jack Daniels Honey + Glass,46.223012968125076,51568.75,No
Jack Daniels Master Dist VAP,26.453602696157652,27410.86,No
Jack Daniels No 7 Black,26.525491170201974,7964746.76,No
Jack Daniels No 7 Black Trav,95.01253009680114,53116.11,No
Jack Daniels SB-BTB Joe Bell,22.540050178710437,8298.34,No
Jack Daniels Sinatra Century,82.09659288724936,21599.52,No
Jack Daniels Sinatra Select,33.20948625188759,40501.560000000005,No
Jack Daniels Single Barrel,20.296690353286508,332251.8,No
Jack Daniels Tenn Fire VAP,14.047561005811524,33514.43,No
Jack Daniels Tennesse Fire,24.780224078991285,469722.75,No
Jack Daniels Tennessee Fire,63.79768973205815,470601.23000000004,No
Jack Daniels Tennessee Honey,19.169590670823276,1790915.1099999999,No
Jack Daniels Winter Jack,15.514709751630578,124092.17,No
Jackhammer Chard Monterey,7.069785658158599,8068.42,No
Jackson Morgan Pepmint Mocha,34.521648893358694,13741.58,No
Jackson Morgan Salted Carmel,35.3004331113681,37433.79,No
Jacobs Creek Two Lands Pnt G,22.476762058113152,819.78,No
Jacobs Crk Cab Svgn,33.19804148119111,31019.36,No
Jacobs Crk Chard,32.507906481980704,41213.020000000004,No
Jacobs Crk Chard Rsv,35.49060542797495,455.05,No
Jacobs Crk Moscato,17.07404858942465,944.65,No
Jacobs Crk Moscato Rose,83.9226150767178,89.94,Yes
Jacobs Crk Rsl,29.538760666834698,2777.3,No
Jacobs Crk Shiraz,37.6007760258374,12391.34,No
Jacobs Crk Shirz Rsv,26.975476839237057,550.5,No
Jacobs Crk Shrz/Cab Svgn,37.09881789614452,30202.93,No
Jacobs Crk Sweet Red,42.06008583690986,41.94,No
Jacopo Blondi Santi 10 Sasso,81.86148423359056,524.85,Yes
Jacques Bonet Brandy,32.884856070087615,351.56,No
Jacquin Ginger Brandy,25.17158743804605,89136.77,No
Jacquin Peach Brandy,26.61202247065023,4459.15,No
Jacquin Triple Sec,26.595838974347885,89692.79,No
Jadot 12 Steel Chard,8.98848061885143,832.51,No
Jadot Beaujolais Villages,49.48347307265858,223331.82,No
Jadot Beaune Bressandes 12,50.65570126694821,179.96,No
Jadot Beaune Bressandes 13,97.31575358035917,1099.75,No
Jadot Bourgogne Le Chapitre,88.56945744838121,1014.65,No
Jadot Bourgogne Pinot Noir,31.74895108800875,50669.17,No
Jadot Bouzeron 13,91.66869124820124,1605.27,No
Jadot Burgundy Hills Wh 14,34.495073221187866,38574.9,No
Jadot Ch d Jacques Morgon 11,94.72267097469036,8040.81,No
Jadot Ch des Jacques Fleurie,77.9343115145103,2155.02,No
Jadot Chardonnay,25.2202709079966,46787.84,No
Jadot Clos Vougeot 13,56.42545896135438,2939.79,No
Jadot Cote de Beaune Vlgs 13,90.78783837036588,1979.34,No
Jadot Echezeaux 13,80.51891771765098,1799.9,No
Jadot Fixin 12,78.35572068209964,209.94,Yes
Jadot Gevrey Chambertin 13,56.989032236556994,2699.73,No
Jadot Macon Villages Blanc,54.75746214297619,120124.34,No
Jadot Marsannay 13,87.30370440940631,1259.58,No
Jadot Marsannay Clos Roy 12,93.42097742212061,349.90000000000003,Yes
Jadot Marsannay Clos Roy 13,89.10781044761038,1583.52,No
Jadot Mercurey 13,93.87295765255087,1919.36,No
Jadot Monthelie 13 Sous Roch,84.66174008900504,1224.65,No
Jadot Moulin-a-Vent Jacques,5.24607896160086,295.84,No
Jadot Pernand Croix Blanc 12,77.47927979422691,104.97,Yes
Jadot Pernand Vergelesses 13,83.35361355165706,2087.42,No
Jadot Pouilly Fuisse,36.592449362057586,188476.25999999998,No
Jadot Rully 13,86.22905052927334,1117.57,No
Jadot Saint Aubin 13,93.43185550082103,797.7900000000001,No
Jadot Santenay Clos Rous 12,83.22377822234924,139.96,Yes
Jadot Savigny 13 Clos de Gue,95.16019355716121,2279.43,No
Jadot Savigny Bl Clos de Gue,97.66548780052156,1119.72,No
Jadot Savigny Les Beaune 12,76.18707385783694,489.86,Yes
Jadot Savigny Narbantons 12,35.49585595884539,104.97,No
Jadot Savigny les Beaune 13,76.02633010353189,2169.38,No
Jadot Vosne Romanee 13,78.64644107351225,1319.78,No
Jagermeister Liqueur,22.328706727993787,2058034.4200000002,No
Jagermeister Spice,56.58840861419846,71907.51,No
Jam Jar Sweet Shiraz,34.09234333021835,16939.61,No
James E Pepper 1776 Rye,33.81737988450282,35727.28,No
James E Pepper Bourbon,43.79885590999921,47536.47,No
James L'Escargot Svgn Blanc,58.42174352794336,3252.83,No
James Mitchell Cab Svgn,19.435705942312932,11831.42,No
James Oliver American Whisky,11.003334511625171,30694.149999999998,No
James Oliver Rye Whisky,15.605929102636104,32318.55,No
Jameson 12 Year Old,32.08455560632243,114400.93000000001,No
Jameson 18 Year Old,14.193210674755106,86273.08,No
Jameson Black Barrel,18.924991137966142,444452.14999999997,No
Jameson Caskmates,18.732102606994516,316023.68,No
Jameson Gold Rsv,22.523514098108862,67632.83,No
Jameson Irish Whiskey,25.178986577437357,5715759.6899999995,No
Jameson Rarest Vintage Rsv,82.03861697350696,5099.83,No
Jameson Trilogy Pack,28.150917101152533,56025.990000000005,No
Jamieson R Double Lariat Cab,34.63604371179848,647.88,No
Jamieson Ranch Cab Svgn,25.66843273902434,2274.35,No
Januik Cab Svgn Columbia Vly,24.78445923824075,1099.56,No
Jargon Pinot Nr CA,29.62720732504905,458.7,No
Jarhead Chard,48.89872466905202,2476.2200000000003,No
Jarhead Red,49.49041942401255,3469.52,No
Jarvis Chard Estate Napa,11.916569428238038,1919.68,No
Jason Stephens Syrah,98.44577240401739,13206.56,No
Jaume Serra Cristalino Brut,34.94707682139353,156706.65000000002,No
Jaume Serra Cristalino Rose,33.02923468846454,8200.19,No
Je T'Aime Cremant de Limoux,10.855823351132903,1039.35,No
Jean Dauvissat Chablis St Pi,24.55702517312678,7617.25,No
Jean Laurent Blanc de Noirs,97.29542966957031,1982.5700000000002,No
Jean Luc Colombo Ruchets 07,65.51443930491311,159.98,Yes
Jean-Paul & Benoit Droin 14,5.543842242341551,2660.79,No
Jefferson's Manhattan RTD,88.50904657959585,5758.530000000001,No
Jefferson's Ocean Aged Cask,18.783512338161923,30596.94,No
Jefferson's Rsv Groth Resrve,69.69947876650411,15918.009999999998,No
Jefferson's Wood Experiment,20.00215894605334,12598.74,No
Jeffersons  Ocean Bourbon,76.30868666513922,64551.92999999999,No
Jeffersons Bourbon,21.196182626128596,447608.24,No
Jeffersons Reserve Bourbon,21.761806071288632,133278.46,No
Jekel Grvlstone Montry Chard,41.98744549243658,4361.78,No
Jekel Rsl Monterey,31.606070817620058,4659.01,No
Jelu Malbec San Juan,41.15400914757992,27325.26,No
Jenkins Amaretto,32.07911657585508,122931.62000000001,No
Jenkins Coffee Brandy,12.180912712197296,43123.78,No
Jenkins French Brandy,44.307017384803096,132910.91,No
Jenkins Gin,26.268870755784736,137664.73,No
Jenkins Melon Liqueur,40.82317329539288,47449.79,No
Jenkins Rum,27.317624646911895,240317.98,No
Jenkins Spiced Rum,22.390139196751363,47901.98,No
Jenkins Vodka,28.298949567321415,520743.13,No
Jeremiah Weed Bourbon,20.0133422281521,554.63,No
Jeremiah Weed Sarsaparilla,44.429619746497664,179.88,No
Jeremiah Weed Sweet Tea Vdka,71.05434694043836,12027.54,No
Jermann Pinot Grigio Venezi,35.13044897293107,16667.82,No
Jesse James America's Outlaw,25.592319996247287,47752.06,No
Jesse James Spiced Bourbon,21.88868042526579,383.76,No
Jewell Towne Cab Svgn NH,11.883767370384668,4867.48,No
Jewell Towne Cayuga Wh NH,32.93772449560091,11478.51,No
Jewell Towne Chardonnay,31.725340202430196,8070.93,No
Jewell Towne Marechal Foch,32.82379400073717,13592.67,No
Jewell Towne Rsl NH,30.66147638802068,14781.48,No
Jewell Towne Seyval NH,31.822217296966482,7940.93,No
Jewell Towne Vyds So Hampton,50.85097976147422,24498.82,No
Jim Beam,37.30080258508681,3387951.46,No
Jim Beam Apple,16.350571498856798,341462.06,No
Jim Beam Black,32.568625899467214,361264.41000000003,No
Jim Beam Bonded Bourbon,86.50322303814009,3076.29,No
Jim Beam Candy Cane 4/50mLs,78.64631089919921,1308.72,No
Jim Beam Choice,29.897644229964094,82402.78,No
Jim Beam Devils Cut,18.771415829343123,100813.28,No
Jim Beam Devils Cut Bourbon,23.342249063752252,92008.73999999999,No
Jim Beam Distlrs Masterpiece,13.667683384169225,8999.550000000001,No
Jim Beam Honey,21.16768962116329,286414.34,No
Jim Beam Jacob's Ghost,69.17248124464625,24702.28,No
Jim Beam Kentucky Fire,25.28383043868974,146216.63,No
Jim Beam Maple,47.92080417271465,195832.65,No
Jim Beam Rye,26.387968477206304,51773.329999999994,No
Jim Beam Signature Craft,61.0001249635523,14404.2,No
Jim Beam Signature Craft Ltd,96.70239356644117,4416.84,No
Jim Beam Single Barrel,25.491085476097393,44555.38,No
Jim Beam Traveler,35.44849970103214,550753.77,No
Jim Beam White BBQ Sauce Pak,97.40516044148819,2052.15,No
Jim Beam w/2 Rocks Glasses,55.93282054775074,15708.97,No
Jimenez Landi Bajondillo Men,31.052291801162042,371.76,No
Jip Jip Rocks Shiraz/CabSvgn,45.944673337257214,1019.4,No
Joel Gott Alakai Red,31.022158684774837,11583.72,No
Joel Gott Cab Svgn 815,33.104552663754475,339061.28,No
Joel Gott Chard,31.892536910348106,54505.04,No
Joel Gott Pnt Nr,31.080774414130502,36618.649999999994,No
Joel Gott Rsl Columbia Vly,51.61662817551963,207.84,No
Joel Gott Svgn Bl,33.607087654410485,91461.57,No
Joel Gott Znfdl,26.175944309630616,33045.57,No
John Anthony Cab Svgn Napa,35.072512085347554,2759.54,No
John Anthony Svgn Bl,28.385879011007496,1605.27,No
John Begg Blue Cap,24.626408962391782,92272.68999999999,No
John Power Irish Whiskey,23.424122649864678,86015.26,No
John Taylor Velvet Falernum,34.31519699812383,159.9,No
Johnnie Walker Black Label,24.073069146362407,2409134.67,No
Johnnie Walker Black Tin,28.524661246612464,72877.5,No
Johnnie Walker Blue Label,23.45091883254328,855688.75,No
Johnnie Walker Collection 4,17.687355387853092,92890.70999999999,No
Johnnie Walker Double Black,24.289721654238022,276954.10000000003,No
Johnnie Walker Gold Edition,37.4879018024891,2634.69,No
Johnnie Walker Gold Rsv,9.828142029637679,172043.81,No
Johnnie Walker Green Label,7.360457592182788,192003.28,No
Johnnie Walker Odyssey,5.253622552752021,8549.91,No
Johnnie Walker Platinum,18.894924057117784,167302.71,No
Johnnie Walker Red Label,24.771897524742954,2110136.83,No
Johnnie Walker Select Casks,42.08507925892642,50720.47,No
Jolivet Sancerre,33.10519017851231,42593.14,No
Jonathan Edwards Znfdl Lodi,32.89250593421499,176.94,No
Jordan Cab Svgn Alex Valley,72.14694594548048,15096.98,No
Jordan Chard Sonoma,43.435255860168915,5978.07,No
Jos Phelps Chard,12.79313735014356,24807.91,No
Jos Phelps Insignia 11,77.33405580800053,13139.320000000002,No
Jos Phelps Insignia 2010 Red,82.94232267198906,8447.34,No
Jos Phelps Pnt Nr,32.20896275263299,58363.32,No
Jose Cuervo Cinge,45.73278399058269,1885.8899999999999,No
Jose Cuervo Especial,28.227493116574397,2585342.94,No
Jose Cuervo Especial Silver,31.05883778534722,1006921.1799999999,No
Jose Cuervo Gold w/Marg Mix,22.50578846612506,132660.36,No
Jose Cuervo Golden Margarita,30.441043978655053,236196.4,No
Jose Cuervo La Familia Rsv,47.73623703833799,8199.18,No
Jose Cuervo Light Margaritas,25.432756579673693,104528.74,No
Jose Cuervo Lime Margarita,28.707963794813836,324462.53,No
Jose Cuervo Lite Wh Peach,43.76988629961624,41268.99,No
Jose Cuervo R Rolling Stones,26.47264726472647,4199.58,No
Jose Cuervo Silver w/Marg Mx,35.430361440639516,37477.799999999996,No
Jose Cuervo Strawberry Marg,31.26850440899943,86715.82,No
Jose Cuervo Tradicional,32.010195628681814,86907.87999999999,No
Jose Cuervo Tradicional Slvr,29.512281100427913,66976.48999999999,No
Jose Cuervo Tropina,28.578758337609028,350.82,No
Jose Maria de Fonseca Periq,35.7925089268373,3346.65,No
Josef Weinberg Radiance Mosl,31.531531531531527,359.64,No
Joseph Carr Cab Svgn Napa,37.99157930426869,194304.61,No
Joseph Carr Chard Napa,49.35325628630139,17680.11,No
Joseph Carr Merlot Napa Vly,48.49276100914719,10321.189999999999,No
Joseph Drouhin Cote de Beaun,96.96332909107053,1689.35,No
Joseph Drouhin Cote de Nuits,26.492654822993263,1619.4299999999998,No
Joseph Mellot Reuilly Svgn B,31.0193871169481,15.99,No
Joseph Mellot Sancerre White,73.35463597203588,1699.32,No
Joseph Phelps Cab Svgn Napa,34.212935115202555,49708.1,No
Joseph Phelps Insignia 08,62.643498551992835,6239.610000000001,No
Joseph Phelps Insignia 09,83.65991624476531,2559.84,No
Josh Cellars Cab Svgn Paso R,24.129943610093225,1580.07,No
Josh Cellars Cab Svgn Sonoma,38.31731341388479,1095045.04,No
Josh Cellars Chard,32.19148092861391,312371.37,No
Josh Cellars Craftsman Cab S,32.13949813776759,3189.7200000000003,No
Josh Cellars Legacy Red,29.05393831989742,156988.39,No
Josh Cellars Merlot,33.739677821628895,89948.31,No
Josh Cellars Pnt Nr,36.4262408845602,165773.68,No
Josh Cellars Svgn Bl,36.24205005842549,63200.15,No
Josiah Bartlett Apple Brandy,25.717408539903065,25087.170000000002,No
Juan Gil Dry Wh Muscat Jumil,62.465629864556206,687.37,No
Juan Gil Jumilla Rd,39.461117583730285,57635.95,No
Juarez Gold Tequila,3.9542426343563664,11004.13,No
Juarez Silver Tequila,9.958179531488055,8801.91,No
Juarez Triple Sec,21.677643606950053,6755.070000000001,No
Jubileo Meritage,32.43243243243243,119.88,No
Julia James Pnt Nr,28.928975127045973,13650.57,No
Julius Treis Trocken Rsl,35.0587211831231,137.94,No
Junipero Gin,31.63227594962071,23757.38,No
Justin Cab Svgn Paso Robles,39.09291561137497,204836.72999999998,No
Justin Obtuse,43.97157737954065,1054.09,No
Justin Vyds 13 Svgn Bl C Cst,30.113093379846166,41898.12,No
Juve Y Camp Rose Brut Pnt Nr,27.117288641858277,11329.23,No
Juve y Camps Brut Nature,33.039557768455715,10202.8,No
Juxtapoz Red North Cst,19.44621247016457,14328.6,No
K Syrah The Deal,11.609834041471476,2478.33,No
K Vintners Cab Svgn Stonerid,32.432432432432435,563.88,No
K Vintners Syrah The Hidden,22.588941277325336,2799.6,No
K Vntrs Milbrandt Col Syrah,14.707008503374237,1253.6200000000001,No
K Volk Pnt Nr San Benito,25.731956634995516,46316.61,No
KAH Anejo Tequila,59.54381643097486,24096.44,No
KAH Blanco Tequila,30.373160738299898,38147.1,No
KAH Extra Aged Tequila,13.668546741869687,1249.95,No
KAH Reposado Tequila,35.69999225498472,40413.090000000004,No
KJ 12 Vintners Rsv Cab Svgn,31.03719519047084,1067.88,No
KJ Est 12 Chard Camelot High,26.240473732207924,4978.34,No
KJ Est 12 Pnt Nr Outland Rdg,33.795941697627896,1749.5,No
KJ Est Cab Hawkeye Mtn,32.42648529705941,299.94,No
KJ Est Chard Santa Maria Vly,33.762057877813504,167.94,No
KJ Jackson Est Pnt Nr Anders,33.78457916421424,101.94,No
Kahlua,25.178073825287335,3604858.66,No
Kahlua Cinnamon Spice,97.56585615162724,2308.8199999999997,No
Kahlua Especial,22.60064931431134,69691.98,No
Kahlua French Vanilla,45.20676832309217,54821.259999999995,No
Kahlua Hazelnut,80.10726624286907,9138.01,No
Kahlua Midnight,38.33647403839579,40659.659999999996,No
Kahlua Mocha,46.30033323073568,45680.06,No
Kahlua Original Mudslide RTD,27.757441947944418,81454.48,No
Kahlua Peppermint Mocha,89.22270774542584,7055.389999999999,No
Kahlua Pumpkin Spice Liqueur,75.38195664147032,13835.34,No
Kahlua Salted Caramel,21.113862807101913,24909.89,No
Kahlua White Russian RTD,30.029922376749447,67227.28,No
Kahlua w/50mL Absolut+Glass,21.851460541298056,102296.31999999999,No
Kaiken Malbec Mendoza,33.85686449224984,1021.27,No
Kaikouzu Potato Shochu,9.082595027150607,699.8,No
Kamchatka Vodka,27.348330797506915,3811.3199999999997,No
Kamora Coffee,26.86520001685172,576977.34,No
Kamora Coffee Gift Pack,35.13039419794327,7627.64,No
Kamora Coffee Liqueur,29.10540682917485,1670.48,No
Kangarilla McLaren Vl Shiraz,31.969076853115048,131.94,No
Kapali Coffee,20.639109694416355,215877.19,No
Karner Blue Gin,7.365661914441846,44205.259999999995,No
Kavalan Classic Single Malt,14.529914529914528,11698.83,No
Kavalan Soloist Tawain Whsky,69.92447169662358,5699.85,No
Ke Ke Beach,21.552614002064487,988.14,No
Kedem Concord Grape Kosher,43.536622739809985,1957.8,No
Ken Forrester Petit Chenin B,39.530958362275335,15735.49,No
Ken Forrester Petit Pinotage,13.46199666428402,461.67,No
Ken Volk Pnt Nr Cuvee St Mar,46.12267486101049,5493.22,No
Ken Wright Canary Hill Pnt N,51.4067492790897,1924.65,No
Ken Wright Cellars Pnt Nr,94.44444444444446,1319.76,No
Ken Wright Clrs Willa Pnt Nr,28.569466781002724,26215.12,No
Ken Wright Freedom Hill Pnt,29.612454789759756,1979.64,No
Ken Wright Shea Ore Pnt Nr,55.56799800920741,2089.62,No
Kendall Jackson AVANT Svgn B,43.77091265470378,11530.1,No
Kendall Jackson Avant Chard,35.46963954018713,248151.38,No
Kendall Jackson Chard Vt RSV,37.2283974045865,2326007.78,No
Kendall Jackson Gr RSV Cab S,35.98124270762157,64862.24,No
Kendall Jackson Grand Pnt Nr,34.1176609694526,16914.7,No
Kendall Jackson Grand RSV Me,29.93247598681419,16614.829999999998,No
Kendall Jackson Grand Rsv Ch,34.29378673611909,184705.82,No
Kendall Jackson Pnt Gris VR,33.64386210112531,45805.74,No
Kendall Jackson Pnt Nr Spl S,34.238741958541816,671.52,No
Kendall Jackson Pnt Nr Vtnr,23.97512148709493,216815.21,No
Kendall Jackson RSV Svgn Bl,37.19537069811038,314527.77,No
Kendall Jackson Sp Sel Chard,33.05896990661618,8776.68,No
Kendall Jackson Sp Sl Merlot,32.88062902072909,671.52,No
Kendall Jackson Spcl Cab Svg,24.434837276195562,1161.17,No
Kendall Jackson Summation Re,31.20966431446944,185907.03,No
Kendall Jackson Vntnr Rsv Ch,35.1076818956054,84546.71,No
Kendall Jackson Vntr RSV Cab,33.78798354407899,208058.84999999998,No
Kendall Jackson Vntr RSV Zin,45.86425103746956,31494.9,No
Kendall Jackson Vntrs RSV Me,43.585649425629235,100693.67,No
Kendall Jackson Vntrs Rsl Rs,42.34206465722315,48048.46,No
Kendall Jackson Vnts RSV Cab,28.621574319432636,14227.1,No
Kendall Jackson Vt RSV Syrah,38.6591876816415,20758.61,No
Kennedy's Original Irish,89.1788428373794,527.67,Yes
Kentia Albarino Rias Baixas,34.35312711673063,16298.72,No
Kenwood Cab Svgn Sonoma,32.37706318028663,16100.75,No
Kenwood Chard 12,89.37720848056537,2037.6,No
Kenwood Chard Sonoma,10.160583567791106,6248.46,No
Kenwood Cve Brut Yulupa Spa,7.768488284473787,1393.45,No
Kenwood J London Cab Svgn,49.02412616992679,19432.84,No
Kenwood J London Znfdl,32.35920490785887,8419.15,No
Kenwood Merlot Sonoma,13.795164977783653,3328.63,No
Kenwood Pnt Nr RRV,22.433016438366675,10421.96,No
Kenwood Svgn Bl Sonoma,43.077837124668,50342.43,No
Kenwood Yulupa Cab Svgn Cal,29.480765913403477,1681.1299999999999,No
Kenwood Yulupa Chard Cal,27.78212350640497,1393.45,No
Kenwood Yulupa Cuvee Brut,31.045455160927798,1477.0600000000002,No
Kenwood Yulupa Merlot Cal,32.72525027808676,988.9,No
Kenwood Yulupa Pnt Nr,24.190576467491443,1177.69,No
Keo St John Commandaria Cyp,50.969113417531574,719.73,No
Kermit Lynch Cotes du Rhone,36.28214065135497,33224.28,No
Kesselstatt Josephshofer Kab,13.704323845168917,1522.95,No
Kesselstatt Piesp G Kab Rsl,35.09006004002669,314.79,No
Kesselstatt Piesporter Gold,97.80572018629866,929.6899999999999,No
Kesselstatt Rsl RK QbA Mosel,25.628834502627317,8358.32,No
Kesselstatt Schwartzhof GG,33.78808549340609,263.88,No
Ketel One 325 Commemorative,76.9784735410621,15596.619999999999,No
Ketel One Citroen Vodka,31.931282752756747,171095.79,No
Ketel One Oranje,46.90964233423969,3442.3199999999997,No
Ketel One Vodka,24.256837326847865,5070083.5600000005,No
Kettmeir Muller Thurgau Alto,31.561833548353125,3798.1,No
Kettmeir Pnt Grigio Alto Adi,26.202636201821843,3438.2799999999997,No
Kibo Junmai Sake,5.752010927303069,197.67,No
Kijafa Cherry,38.11399793174117,19040.170000000002,No
Kikkoman Plum Wine,35.153019023986765,7012.2,No
Killibinbin Seduction Cab Sv,33.832285380628306,19121.41,No
Kim Crawford Chard Unoaked,30.016345000528492,32639.95,No
Kim Crawford Pnt Gr Marlboro,19.36597748698707,9359.92,No
Kim Crawford Svgn Bl Marlbro,20.672052143825297,482171.72,No
Kim Crawford Svgn Bl Sptfire,31.703382376627875,35574.689999999995,No
King Est Domaine Pnt Gris,11.700499846985615,1470.4499999999998,No
King Est Pnt Gris Ore,19.633041899514282,50540.92,No
King Est Pnt Nr Ore,6.562971982531532,27331.52,No
King Estate Dom Pnt Nr 12,8.720087838933585,3761.43,No
King Rabbit Malbec Pay D'Oc,77.76387150604921,143.82,Yes
King Robert II Scotch Whisky,77.86689350670393,246.86999999999998,Yes
Kinky Blue Liqueur,28.836835983916362,166553.04,No
Kinky Flame Whisky,86.55713883977418,11588.93,No
Kinky Gold Liqueur,35.72984780491084,35099.03,No
Kinky Liqueur,29.283874813651252,204108.21999999997,No
Kinky Pink Liqueur,28.98203065014817,24732.670000000002,No
Kinky Vodka,50.44130405281901,25890.050000000003,No
Kinsella Est Cab Svgn 10,57.3089171315104,4829.58,No
Kir-Yianni Akakies Yianakoho,33.79655364091162,395.78,No
Kirk & Sweeney 12Yr Old Rum,22.647166772456615,69477.3,No
Kirk and Sweeney 18 Yr Rum,29.349333590562722,27161.23,No
